model number,number of steady states,number of runs that converged,AMPK,mTOR,SNAIL ,ZEB,miR200,miR34
7816,2,24,3.820493,-1.926013,-6.515873,-19.170512,6.35593,6.703589
7817,2,63,2.615643,-0.60629,-1.002216,-13.193311,3.38988,1.775678
7817,2,37,2.097273,4.720479,0.59525,8.11767,-4.695516,1.753646
7818,1,100,2.226128,6.611294,1.058131,8.30183,-7.66439,0.413407
7819,1,100,-0.514855,5.953368,0.579948,9.611287,-0.15034,2.712395
7820,2,50,2.403072,0.539311,-2.514775,-22.529824,5.473009,8.558398
7820,2,50,-0.238302,6.979672,2.422064,7.49174,-4.224154,5.044531
7821,1,100,-1.171427,7.219021,2.523676,6.36876,-6.313997,2.5506
7822,3,44,3.547922,-4.769059,-4.41328,-18.00321,5.273648,6.968866
7822,3,22,3.198641,0.973451,0.004622,-3.410944,-0.645726,1.023223
7822,3,34,3.198641,0.973451,0.004622,2.982621,-6.583669,1.023223
7823,1,100,1.917941,-4.037259,-4.097005,-13.026987,5.872986,7.863561
7824,2,58,3.970919,-1.598629,-3.090292,-14.543975,1.98453,5.564092
7824,2,42,2.501632,4.962425,-0.079315,-3.884072,-1.841681,3.84518
7825,1,100,2.57063,6.402198,0.637302,-7.789726,3.77189,0.316323
7826,1,100,0.335691,8.701591,-1.419351,5.360178,-3.593086,5.560596
7827,2,58,0.102971,5.080222,-1.318788,0.847254,-0.956901,9.359413
7827,2,42,3.516369,0.243827,-4.955273,-11.72992,7.100757,9.373426
7828,2,26,0.640576,6.809299,0.864258,10.76145,-10.46757,4.432465
7828,2,74,3.349851,-3.499937,-9.512991,-17.417575,4.554883,6.084393
7829,2,86,2.819947,6.19099,4.135589,10.252414,-2.127032,-2.361414
7829,2,14,4.702704,-2.728552,-3.028958,-9.322152,8.098744,1.217371
7830,2,82,4.661841,-1.995071,-5.03573,-19.160137,6.754361,8.701158
7830,2,18,0.594821,4.956285,1.658287,5.95353,-8.23652,3.738546
7831,1,100,-0.696993,4.089633,1.060278,9.695082,-9.701157,1.193141
7832,2,68,1.129727,7.625284,0.632297,6.833597,-0.271146,1.130155
7832,2,32,4.243738,-0.895879,-4.903508,-11.167149,6.082634,7.467082
7833,1,100,2.063715,-0.418744,-4.617933,-15.735268,3.026824,5.995079
7834,1,100,0.237638,4.881466,1.741494,10.944784,-8.235632,1.57795
7835,2,32,1.290346,4.357559,1.495545,8.238404,-6.679159,2.490386
7835,2,68,4.038339,-3.89884,-7.391986,-23.274849,6.813182,5.528893
7836,3,44,-0.894121,6.663714,1.619921,-8.653072,3.148105,6.262461
7836,3,46,1.875895,-1.897297,-2.775084,-20.012227,6.838379,6.713581
7836,3,10,-0.894121,6.663714,1.619921,2.750407,-3.268029,6.262461
7837,1,100,4.105009,-1.498981,-7.104327,-19.712195,4.492778,8.076999
7838,1,100,2.244449,-5.006542,-6.414524,-17.011574,6.276968,4.567659
7839,2,76,3.563817,-0.091969,-8.573191,-20.767801,7.48657,6.290507
7839,2,24,2.388058,6.087607,-0.972367,-7.797612,2.617202,4.186706
7840,2,52,1.104721,8.074958,-0.270797,10.550786,-7.107613,0.952539
7840,2,48,3.770784,2.579393,-3.213593,-15.810577,6.954201,5.990165
7841,1,100,3.564513,-1.289974,-13.384386,-17.392297,7.706044,7.638848
7842,1,100,3.977085,-1.562886,-2.834588,-11.606273,7.68086,5.517936
7843,2,82,-1.142009,5.736955,3.938546,6.711655,-12.850955,2.433702
7843,2,18,2.156592,-0.005165,-4.243355,1.598952,-6.920887,8.645285
7844,1,100,0.527362,6.91147,3.427235,8.752264,-5.047529,0.651954
7845,1,100,4.710022,-3.713794,-3.566085,-16.841946,8.290073,5.527358
7846,1,100,0.678852,8.178576,2.96718,11.408912,-7.106082,0.319742
7847,2,58,3.651596,-3.589144,-10.596063,-15.378323,6.226202,6.670068
7847,2,42,0.405143,3.806061,0.68337,9.486176,-7.170762,4.617835
7848,1,100,-0.538977,9.226979,2.375998,11.198855,-10.54916,4.304173
7849,1,100,4.621678,-0.735868,-5.455654,-18.795541,5.589227,5.299968
7850,1,100,4.153144,-3.297278,-8.888823,-16.00505,8.578414,6.140853
7851,1,100,1.662343,6.014682,0.453276,4.780108,-3.362853,5.926093
7852,1,100,0.86307,7.190217,1.271578,3.074824,-6.27769,3.076537
7853,2,88,3.993516,1.493003,-7.267137,-19.579804,8.920121,7.744576
7853,2,12,1.103434,5.89535,0.300355,9.807558,-3.292663,3.448439
7854,2,66,-1.05431,5.775664,-0.169735,7.914618,-8.492073,4.164926
7854,2,34,3.56066,0.262097,-2.472672,-9.25535,7.658209,4.622059
7855,1,100,-0.545374,6.780646,2.739098,10.757234,-9.917919,0.732842
7856,1,100,1.293915,5.922683,3.553235,11.973807,-9.2016,-1.27542
7857,2,36,2.707904,0.682857,-4.665015,-19.672945,6.374888,4.82707
7857,2,64,2.340455,5.701024,1.247721,8.630404,-6.24542,-1.674407
7858,1,100,0.838157,5.975269,1.171345,5.862781,-7.633738,1.596269
7859,1,100,3.784384,-1.093849,-5.022912,-17.076203,8.787662,8.008057
7860,1,100,3.269566,-2.408022,-8.752909,-18.30576,5.688211,7.261655
7861,1,100,0.33606,6.024668,1.502045,7.162381,-5.363766,4.09318
7862,1,100,1.393445,7.154916,5.125737,10.00374,-4.990793,-1.212868
7863,3,69,4.609504,0.93288,1.107452,-5.355408,-2.638191,2.321427
7863,3,26,4.609504,0.93288,1.107452,0.498328,-3.702964,2.321427
7863,3,5,4.702338,-5.082187,-2.905496,-15.506298,2.251309,7.229759
7864,2,84,-2.516926,8.930438,1.62543,8.139496,-10.650686,3.3274
7864,2,16,-2.50222,6.837272,-0.946672,4.068057,-4.761614,6.281549
7865,2,38,3.962123,-1.429553,-7.914641,-17.659015,7.317187,6.484447
7865,2,62,0.561004,7.459176,1.054426,10.291813,-6.93527,1.916079
7866,3,39,4.358789,0.77537,0.756175,3.454441,-4.272056,2.08002
7866,3,37,4.359746,-4.422461,-3.756527,-15.80481,1.9129,6.843327
7866,3,24,0.252692,5.909446,1.48155,7.827659,-7.702787,1.287737
7867,1,100,3.252114,-0.06217,-9.458802,-12.375865,5.385529,5.714278
7868,2,41,1.423547,-3.422575,-3.5781,-16.154236,-3.49303,6.691617
7868,2,59,-2.822767,3.753674,-1.644399,-9.12589,-3.868541,6.545196
7869,2,44,1.658539,3.750058,-0.226103,2.501001,3.535934,5.227967
7869,2,56,2.281102,0.43851,-5.168631,-7.363878,6.058098,6.433094
7870,1,100,0.117255,8.169701,3.830844,8.171907,-10.362665,4.529026
7871,2,36,3.761264,1.544814,-1.390586,-10.764714,1.899718,7.199552
7871,2,64,-1.938971,5.948223,1.817844,9.093379,-6.850483,3.597986
7872,1,100,3.738977,-3.763032,-5.763269,-19.354811,4.604893,6.864537
7873,1,100,-0.901159,6.709226,0.427931,9.554259,-4.10183,0.961662
7874,1,100,5.023946,-5.36598,-11.356193,-12.248413,2.757961,6.993124
7875,2,38,2.858641,4.063301,0.939238,9.648727,-8.217989,3.586101
7875,2,62,3.605679,-4.067836,-6.33446,-14.783933,6.156616,7.152465
7876,2,31,3.19729,2.349963,0.234059,-4.217415,6.488647,1.339058
7876,2,69,3.19729,2.349963,0.234059,5.703679,-0.002499,1.339058
7877,3,50,2.599885,-0.687513,-4.697046,-13.006364,4.351939,8.39872
7877,3,36,-1.258807,4.407371,0.536422,-2.541256,-3.769277,4.280276
7877,3,14,-1.258807,4.407371,0.536422,3.921783,-6.781612,4.280276
7878,3,17,4.85283,-3.051452,-8.63877,-19.130437,4.696082,5.502965
7878,3,63,1.022644,2.883804,-2.053177,2.467827,-3.671706,5.48599
7878,3,20,1.022644,2.883803,-2.053177,-4.988335,0.394531,5.48599
7879,2,67,2.845431,-0.891379,-9.139048,-15.368248,5.776589,8.709352
7879,2,33,1.02343,6.308568,-2.097844,-9.098947,5.423601,8.638257
7880,1,100,4.349877,-5.954301,-5.895024,-14.616415,8.00817,7.506235
7881,2,84,1.465388,6.621589,1.161334,9.336071,-9.038104,-0.239031
7881,2,16,3.878007,-3.038065,-4.912647,-15.244995,5.923918,5.88079
7882,1,100,3.707975,-6.297097,-9.051176,-17.193656,8.053748,6.383467
7883,1,100,-0.0969,6.489672,-0.554685,10.021188,-4.213822,0.463435
7884,1,100,1.796179,5.161897,1.436486,8.677874,-5.263076,-2.525602
7885,1,100,7.121235,-8.647358,-4.026763,-17.283014,6.156363,5.051632
7886,2,88,0.008515,5.723897,3.163585,9.549261,-7.75862,0.365853
7886,2,12,2.928261,-1.456348,-4.639126,-19.299675,6.930613,5.891449
7887,2,53,1.303935,6.357445,2.202257,9.419468,-5.547571,-3.339414
7887,2,47,5.015246,-3.051145,-2.144395,-13.635033,4.493119,2.789334
7888,1,100,2.77465,-1.653769,-9.32539,-10.639141,5.853233,6.735903
7889,1,100,3.8909,2.325162,0.825161,5.792415,-0.302739,-1.119224
7890,1,100,5.976135,-6.13591,-6.679705,-18.709921,5.783875,6.897427
7891,1,100,1.82977,6.904545,0.489785,9.063234,0.180365,-2.069497
7892,1,100,3.759704,-1.951822,-5.267774,-16.766755,5.146355,8.128644
7893,1,100,-1.650102,6.682508,2.039844,5.947507,-11.017091,3.733129
7894,1,100,3.524002,2.195246,-12.651136,-18.282243,6.243065,7.2255
7895,2,85,3.698797,-0.390812,-4.073364,-12.984847,1.740685,8.110008
7895,2,15,2.230733,5.770355,0.941074,6.817387,-9.15024,5.219608
7896,1,100,3.837933,-3.562484,-2.438256,-22.379775,6.337394,6.162233
7897,2,68,0.1731,6.762135,2.460379,9.459496,-3.934266,0.013826
7897,2,32,0.173106,6.752095,-0.443807,6.241458,-2.28175,5.294
7898,4,65,4.001413,-4.785582,-11.549676,-16.976095,6.562458,6.664246
7898,4,31,0.018721,5.811622,0.116939,7.576599,-3.091261,2.500128
7898,4,3,0.426664,4.368659,-3.028797,-8.565006,3.34273,6.61738
7898,4,1,0.426664,4.368659,-3.028797,1.607241,-0.647885,6.61738
7899,2,34,3.509672,0.961024,-6.242614,-21.352891,4.857595,7.077873
7899,2,66,2.896291,4.639719,-1.819787,-11.487465,4.364372,6.93813
7900,2,55,0.070275,4.450373,0.63209,8.672516,-9.1294,3.70384
7900,2,45,3.214961,-2.942182,-1.305895,-9.494256,5.271285,4.756349
7901,1,100,0.12027,7.31581,3.006727,10.54192,-9.982927,-0.67683
7902,1,100,3.70157,-6.233344,-6.162045,-8.991525,5.915709,5.750558
7903,2,20,0.891206,8.116421,4.136018,4.869665,-7.627059,4.762049
7903,2,80,0.907127,5.433765,-0.98315,-12.88655,1.406189,8.238531
7904,1,100,3.044611,8.360911,1.107639,8.379486,-0.822937,-1.776861
7905,1,100,1.854793,6.069593,5.184076,9.045842,-6.295236,0.461955
7906,1,100,3.883901,1.284163,-3.425457,-13.035836,7.613542,7.011133
7907,1,100,3.71215,-1.099161,-7.241641,-11.985564,6.644123,6.665382
7908,1,100,3.690291,-4.215147,-8.869986,-17.300775,6.011599,6.494459
7909,2,79,3.504787,5.388787,1.623345,6.934674,-4.336017,3.314894
7909,2,21,3.986671,2.557902,-2.569173,-9.288493,5.789991,5.564586
7910,1,100,0.401329,6.755353,1.837497,11.6233,-3.761133,1.496931
7911,1,100,4.83574,-5.927179,-8.368933,-15.599048,6.633365,7.491748
7912,3,16,4.373162,2.918176,1.357893,-1.317149,1.438096,3.05237
7912,3,79,4.411768,-2.307969,-5.000228,-20.786041,6.167975,7.87482
7912,3,5,4.373162,2.918176,1.357892,4.929631,-5.15293,3.05237
7913,2,79,2.539757,1.836621,-0.559751,-6.517176,4.05217,4.323869
7913,2,21,2.692821,0.09502,-3.890822,-16.029957,5.469648,9.03927
7914,1,100,3.880765,-2.950501,-5.588889,-21.657299,6.321729,7.698798
7915,1,100,-0.377991,5.850432,-0.343422,5.957533,-3.399621,7.350844
7916,1,100,0.73313,6.582877,0.862446,11.140499,-5.586193,2.853289
7917,1,100,3.835309,4.354478,-0.103195,-10.550947,7.892415,5.089778
7918,2,46,-4.109122,3.937062,2.301934,10.195887,-7.325095,3.306867
7918,2,54,1.008236,-2.616205,-5.80005,-14.907059,4.429973,9.727229
7919,2,10,4.07843,-1.954215,-2.973959,-24.639457,5.04086,8.733321
7919,2,90,1.680776,6.718857,-0.384742,-0.370607,-3.046009,8.305592
7920,2,40,3.888987,-2.453807,-7.206579,-13.711537,6.618751,6.28385
7920,2,60,0.527278,6.110793,0.469269,10.942983,-7.52755,3.371142
7921,1,100,0.172811,6.762572,0.505429,9.516095,-8.834734,4.250339
7922,1,100,0.343281,8.475093,3.772286,12.011785,-8.432376,-2.713373
7923,1,100,1.721618,6.589169,3.333174,10.028941,-6.258388,0.515536
7924,3,21,4.19221,1.145947,-1.143704,-2.839814,6.29085,5.36287
7924,3,63,0.892741,7.096475,1.541932,8.822772,-7.186976,3.103563
7924,3,16,4.198749,-1.443075,-2.529378,-6.620679,7.444622,5.582245
7925,1,100,5.797037,-3.722373,-7.444346,-22.977597,7.704304,7.265947
7926,3,37,2.186039,7.91247,2.556712,10.669921,-7.521381,4.366289
7926,3,27,3.768437,-1.062578,-3.503975,-10.265372,7.511119,8.161374
7926,3,36,2.186039,7.908335,0.58821,6.108635,-6.742738,6.751493
7927,1,100,-0.301922,7.813346,3.335471,8.312825,-7.1741,0.263245
7928,1,100,3.238438,-6.629035,-2.051529,-11.518323,0.971806,0.670858
7929,1,100,2.081822,7.616306,2.385093,2.893447,1.651199,-0.099996
7930,2,75,1.7336,5.828856,-1.839682,-5.351229,6.514362,5.889474
7930,2,25,3.924378,-2.300701,-5.972105,-17.307341,7.341351,6.363704
7931,1,100,4.656945,-3.016643,-5.688823,-16.360172,6.565964,2.538231
7932,1,100,0.268772,6.58358,2.817401,9.057903,-9.897081,-0.561436
7933,3,60,3.498232,1.972979,-1.178972,3.930467,-2.277719,4.383132
7933,3,23,4.709893,-3.449646,-7.284308,-13.595046,4.704952,4.906868
7933,3,17,3.498232,1.97298,-1.178972,-6.001878,4.189941,4.383132
7934,3,38,3.60365,-3.00271,-3.151831,2.173182,-1.823561,5.041643
7934,3,41,3.60365,-3.002709,-3.15183,-7.238983,4.486635,5.041643
7934,3,21,-0.019876,4.888748,0.477287,9.403005,-10.282426,-0.722392
7935,3,74,-2.099075,6.982103,0.580377,12.304878,-7.691421,2.809056
7935,3,11,-2.098976,1.503223,-4.052905,0.811456,-3.731965,7.445985
7935,3,15,-2.098976,1.503223,-4.052905,-4.093757,0.701669,7.445985
7936,1,100,-1.875517,6.965908,1.78681,11.787001,-12.326923,3.065641
7937,1,100,4.387545,-3.151603,-13.13497,-19.344495,3.169164,7.283677
7938,1,100,4.687097,-5.937416,-5.916942,-15.044169,9.042882,5.724631
7939,1,100,-2.929161,8.807169,3.464371,9.353888,-9.259609,1.975894
7940,1,100,2.080348,3.144351,-2.168373,-12.785326,5.175511,7.704268
7941,1,100,4.085517,-4.757627,-11.070291,-20.901343,7.961641,9.14718
7942,2,30,2.676301,5.003781,3.054762,1.715393,-6.615474,2.947769
7942,2,70,2.676301,5.003781,3.054762,-4.260651,-2.701243,2.947769
7943,2,41,1.653698,2.682754,1.367064,9.125644,-5.687025,1.588475
7943,2,59,3.557008,-2.119533,-0.752704,-7.541535,4.628109,5.619632
7944,1,100,0.47859,6.721946,2.951056,6.992624,-4.125658,-0.534827
7945,1,100,-0.329313,6.690019,3.589024,10.519286,-10.293286,1.059328
7946,1,100,4.380941,2.577002,-5.648952,-11.724592,9.568835,7.186003
7947,3,61,-1.585752,6.538633,1.118391,-6.335275,2.088202,3.859679
7947,3,35,2.672513,-0.193284,-5.64451,-18.356696,7.504575,6.442039
7947,3,4,-1.585752,6.538633,1.118391,0.902647,0.917476,3.859679
7948,1,100,1.979948,5.997891,0.615215,8.226242,-0.870875,-2.223965
7949,1,100,3.553028,-3.405313,-2.327974,-11.571903,4.189776,2.11553
7950,1,100,2.250373,5.478667,1.964306,4.057345,-11.37547,2.883956
7951,2,76,3.634006,-3.537177,-8.586457,-16.66164,6.139141,6.824159
7951,2,24,0.970255,6.164797,-0.838207,9.71669,-7.068892,1.691612
7952,2,92,1.995437,-2.00551,-4.640561,-12.871768,1.703746,7.947274
7952,2,8,-0.016757,4.199715,2.758765,8.63513,-8.661772,3.616267
7953,2,80,-0.034486,4.318947,0.942979,8.999907,-1.776741,5.433185
7953,2,20,2.677817,-0.197762,-6.106615,-9.62995,5.293198,7.435307
7954,1,100,0.486746,6.050043,1.246807,11.161621,-9.328117,2.11159
7955,1,100,4.002391,-1.826045,-3.840922,-10.387048,7.513039,4.335875
7956,1,100,1.992501,4.951273,3.818405,6.587318,-6.423333,3.209205
7957,1,100,2.399325,5.958047,-0.272621,11.500665,-8.264028,1.340095
7958,1,100,4.353569,-5.992697,-7.212352,-17.538051,6.684822,6.268533
7959,1,100,3.464422,-5.965922,-9.761125,-18.444499,7.539714,5.803837
7960,1,100,1.891624,3.467042,1.812321,5.248197,-4.400546,-0.635606
7961,1,100,3.879903,-6.402833,-10.243045,-9.844873,6.412002,6.754718
7962,2,61,3.066986,0.791709,0.470572,5.160257,-5.019492,0.548693
7962,2,39,3.066986,0.791709,0.470572,-2.777374,0.463842,0.548693
7963,1,100,4.723502,-4.790844,-10.810735,-21.771159,6.919161,6.624767
7964,2,68,2.700656,7.373733,1.613298,8.231082,-7.423764,4.108554
7964,2,32,4.106792,-2.01057,-4.411162,-24.145676,4.222954,8.680408
7965,1,100,0.169704,5.66522,2.310648,11.780252,-7.131835,-0.866836
7966,2,57,1.071773,6.376318,-2.136356,3.629472,-9.169208,8.125609
7966,2,43,3.930558,-1.709968,-8.289608,-13.370046,4.271348,8.181483
7967,1,100,4.636831,-5.875206,-9.476389,-22.523004,7.006857,6.902384
7968,1,100,0.930269,4.946437,-2.776179,3.338381,-3.053068,8.132891
7969,3,31,3.783774,-0.492705,-4.983695,-5.180619,5.289901,4.955491
7969,3,23,3.783774,-0.492705,-4.983695,1.539013,2.366545,4.955491
7969,3,46,0.675616,6.499352,1.920542,9.774901,-10.767844,0.785328
7970,2,83,1.805477,5.755784,4.220528,10.304929,-5.88023,1.396345
7970,2,17,4.127604,-1.414685,-6.435228,-19.140857,7.582468,7.309898
7971,2,78,0.883723,7.410193,2.108641,6.380303,-6.921025,3.632612
7971,2,22,3.154957,0.617531,-5.558999,-18.280294,6.683703,6.580823
7972,3,48,6.136148,-0.781939,-5.003281,-25.587567,6.679964,7.232562
7972,3,26,3.609927,6.566791,0.000569,6.172215,-1.978072,2.418128
7972,3,26,3.609927,6.566791,0.000569,-4.696613,3.171359,2.418128
7973,1,100,4.166824,-1.44054,-10.072984,-19.860014,7.043446,7.822488
7974,2,45,2.358887,7.299416,1.955597,10.333243,-7.420196,0.292252
7974,2,55,5.104691,-3.162124,-8.132971,-22.365031,8.427814,6.796808
7975,2,45,0.704104,5.973666,-0.170225,6.972549,-4.439943,4.401576
7975,2,55,3.05463,-0.114408,-6.756476,-10.219372,4.264012,6.114085
7976,1,100,4.322349,1.170088,-3.760529,-17.667226,6.150203,3.095459
7977,2,86,6.14487,-0.030737,-2.024469,-14.265452,7.656955,4.953945
7977,2,14,1.90394,4.175663,0.618429,8.104972,-6.967161,3.998726
7978,1,100,4.033358,-3.154691,-8.68563,-17.539994,7.064217,7.411857
7979,2,64,3.402418,-0.509263,-5.305015,-14.962577,6.865362,7.179897
7979,2,36,1.092961,6.48388,1.646891,11.282812,-5.382804,3.013992
7980,2,53,4.812744,-2.944436,-3.302924,-15.202849,6.135519,3.603807
7980,2,47,3.025367,6.601712,0.352621,7.91291,-4.255251,2.427625
7981,1,100,5.043681,-3.123607,-6.695892,-12.715024,4.767251,7.999892
7982,2,63,0.50647,8.676958,0.616129,8.32746,-6.762172,2.291085
7982,2,37,1.031175,7.400129,-2.896249,-10.194974,2.576801,6.144667
7983,1,100,4.608051,-5.212286,-2.898134,-18.338448,6.634289,4.664931
7984,1,100,4.795186,-5.13195,-6.20776,-26.528011,7.059274,8.494771
7985,2,60,0.246431,7.017347,1.666837,10.226047,-7.756186,1.023965
7985,2,40,4.228057,-2.425028,-7.498927,-17.639977,7.665738,6.57026
7986,2,81,1.710223,7.150555,1.560845,9.834436,-1.143538,2.471032
7986,2,19,5.384738,-0.449002,-0.733651,-8.267904,7.478632,3.728945
7987,2,94,1.702364,5.882371,1.282698,7.653272,-10.150772,0.41335
7987,2,6,3.763581,-0.727285,-2.925919,-12.311411,2.761758,4.893163
7988,2,84,0.710426,5.344678,-1.408215,-8.981747,3.869115,7.379693
7988,2,16,0.710426,5.344678,-1.408215,1.156911,-0.51875,7.379693
7989,1,100,3.69434,-3.181978,-6.300005,-16.296561,7.155105,7.093068
7990,2,58,3.19391,5.051635,0.252769,7.813746,0.32059,1.002395
7990,2,42,3.19391,5.051635,0.252769,-1.935057,5.613637,1.002395
7991,2,85,4.775005,-2.069506,-1.803793,-12.260044,8.157806,0.188455
7991,2,15,4.775621,-6.27058,-6.00212,-19.264048,8.15926,6.401408
7992,1,100,2.5128,5.068418,-1.695559,3.793878,-1.316661,8.256166
7993,2,75,1.293987,6.1466,1.08402,7.759593,-5.444298,0.900539
7993,2,25,2.13829,-0.587943,-4.616492,-15.584918,6.314286,6.766093
7994,1,100,4.295706,-2.111528,-6.668933,-23.737835,4.82804,7.419145
7995,3,33,0.016103,6.260447,2.073859,12.603834,-6.465671,2.979481
7995,3,35,2.048607,-0.583399,-6.108468,2.308995,0.721572,8.287614
7995,3,32,2.048607,-0.583399,-6.108468,-10.277872,5.536679,8.287614
7996,1,100,1.334927,4.396119,1.337276,9.931831,-8.9462,1.420918
7997,1,100,4.042354,-5.239318,-10.392557,-18.690748,6.086289,7.382701
7998,2,64,4.564555,-1.584293,-8.61078,-17.688703,7.460962,6.661866
7998,2,36,1.654173,6.240294,-0.472527,10.051368,-4.016415,1.545583
7999,2,42,0.169832,5.039757,1.038547,10.974052,-6.572017,2.935321
7999,2,58,3.839535,-2.900727,-5.278715,-14.565408,6.712831,5.837435
8000,1,100,3.468215,-3.801793,-5.661694,-16.574818,4.859967,8.986092
8001,2,40,2.508583,6.226438,5.472346,10.543599,-6.586438,-0.05848
8001,2,60,4.737423,-3.339659,-9.716995,-12.392235,6.441692,6.253293
8002,1,100,-0.120546,8.621735,-0.667652,5.720303,-4.709404,7.341772
8003,1,100,-0.67703,7.504422,1.249908,5.52509,-5.642531,4.614246
8004,2,87,4.980681,-1.49862,-8.70251,-20.434054,6.836771,4.868141
8004,2,13,3.262813,4.621381,-2.206955,-10.906621,5.009751,4.867115
8005,1,100,1.88283,-3.70776,-2.656854,-12.25565,4.042133,1.911874
8006,2,62,0.959781,6.745846,0.235677,9.641257,-6.100201,1.345703
8006,2,38,2.492139,0.01971,-2.887781,-10.730047,4.175198,6.427027
8007,1,100,4.631852,-2.853999,-11.804376,-11.634888,5.374674,8.86032
8008,1,100,5.530348,-7.917069,-6.772427,-23.043108,5.394457,6.585111
8009,2,98,0.7153,6.171937,0.584626,9.525387,-5.165833,1.845113
8009,2,2,3.414546,0.759284,-6.018201,-15.980487,5.123126,7.253973
8010,1,100,0.887116,5.27532,0.260868,9.465628,-6.805619,2.647104
8011,1,100,6.566868,-4.528707,-5.893329,-15.439896,6.223317,4.103334
8012,1,100,4.250257,1.346891,-2.574722,-13.561958,5.743021,6.818183
8013,1,100,-0.342321,6.168233,3.614155,10.26297,-8.227847,-1.515782
8014,1,100,0.08358,9.087273,-0.050038,6.78406,-2.99722,1.484592
8015,1,100,4.252205,-1.800777,-8.404072,-16.355148,4.224762,8.630748
8016,1,100,1.309989,4.669863,-3.164119,-12.620566,2.508349,7.14696
8017,2,62,1.89581,4.553563,0.447225,2.039345,-8.488217,5.926498
8017,2,38,3.244759,-1.599466,-5.383416,-18.978778,4.193056,7.856425
8018,2,55,4.396487,-2.346731,-4.016167,-15.441637,4.859833,6.995297
8018,2,45,2.231691,4.320128,-0.594733,6.025875,-0.124301,6.399308
8019,1,100,2.779066,5.26827,1.865021,7.578189,-1.070825,-1.194481
8020,1,100,4.177577,-5.960644,-8.267205,-20.160709,7.147659,7.823825
8021,2,88,2.106491,7.404968,3.468799,7.90325,-6.769629,0.025934
8021,2,12,3.063163,0.038192,-3.360152,0.356349,4.154742,5.42425
8022,2,45,-1.41698,6.351083,2.228143,8.692595,-7.486429,0.976319
