model number,number of steady states,number of runs that converged,AMPK,mTOR,SNAIL ,ZEB,miR200,miR34
7576,1,100,2.120277,3.403201,2.383373,7.281463,-6.821907,0.604832
7577,1,100,-2.456709,7.883324,1.27392,6.815273,-9.069097,3.964069
7578,1,100,2.140999,8.327016,3.826692,2.915311,-6.271769,-3.879544
7579,1,100,4.694083,-3.776378,-5.300016,-21.801853,9.605638,5.970315
7580,2,72,2.427007,7.030953,1.805891,9.444213,-5.165785,-1.767553
7580,2,28,5.009552,3.371543,-2.812536,-13.523748,7.238333,4.221416
7581,1,100,3.187417,0.770786,-0.35843,4.175516,-5.021091,4.60586
7582,1,100,2.240061,7.153882,1.303144,9.261458,-2.346263,2.122292
7583,2,56,1.288957,7.130603,-0.240204,3.796479,-2.076906,6.994773
7583,2,44,1.22491,8.002598,4.091599,5.712233,-6.822024,3.801422
7584,1,100,3.81601,-1.381913,-12.396346,-17.352258,5.129976,6.961313
7585,3,60,3.039008,0.39779,-5.112264,2.065431,-1.271661,5.157003
7585,3,27,3.039008,0.39779,-5.112264,-6.475125,4.231581,5.157003
7585,3,13,0.836766,5.133132,3.206696,12.84178,-5.836485,0.7757
7586,1,100,4.899247,-4.036956,-7.698254,-22.639745,7.906139,9.50663
7587,1,100,4.960606,-5.965202,-5.813712,-15.167504,5.294998,5.48376
7588,2,81,3.814678,5.070462,0.144247,8.718066,-2.972929,1.883571
7588,2,19,5.32694,1.668905,-7.264705,-8.165071,5.730157,7.392089
7589,1,100,5.365031,-2.099457,-2.051839,-17.687958,6.034955,5.9881
7590,2,67,0.946177,6.327569,1.511551,8.575413,-8.41454,1.950223
7590,2,33,4.446087,-3.727147,-7.628936,-16.737537,4.529685,5.315607
7591,1,100,-4.954141,7.767745,1.696491,9.999959,-11.354739,2.612599
7592,1,100,4.181674,-5.823537,-9.827932,-18.668315,7.68479,7.979712
7593,2,65,4.440866,-3.064883,-7.600709,-23.3984,2.280324,8.370913
7593,2,35,2.944491,4.7141,0.098146,-9.512649,-2.155169,8.20196
7594,1,100,2.22647,3.905207,1.68343,3.636404,-5.436761,2.925815
7595,1,100,1.897308,5.321949,2.825979,9.746232,-9.319321,4.099318
7596,1,100,2.847431,5.16814,1.612063,8.702018,-3.428044,-1.959908
7597,1,100,5.153476,-5.57532,-3.496733,-18.167051,7.26706,3.592381
7598,2,65,2.422133,1.165364,-4.123496,-18.788063,5.309343,6.745355
7598,2,35,1.753258,6.099218,1.179474,7.108883,-7.516207,4.124826
7599,2,94,-1.126276,6.266056,2.436502,7.920046,-1.421812,1.524384
7599,2,6,3.452793,0.530428,-3.898244,-15.239541,6.57981,7.254183
7600,1,100,4.313903,-0.785487,-10.469399,-15.127732,6.841098,6.51912
7601,1,100,-1.979177,7.046568,2.152482,9.244299,-7.918885,2.17694
7602,3,45,2.458706,6.517452,-2.398222,4.428088,0.041242,5.401292
7602,3,28,2.458706,6.517452,-2.398222,-4.832856,3.496241,5.401292
7602,3,27,4.643956,0.067087,-9.753671,-18.932807,7.363069,5.416959
7603,2,56,1.957824,4.832378,0.44539,9.169548,-10.857752,-2.314957
7603,2,44,4.187213,-0.753794,-3.102962,-15.366763,0.931897,2.253682
7604,2,91,3.247816,-0.040626,-1.363461,-10.939326,3.947974,3.779444
7604,2,9,3.247835,-0.23056,-5.948634,-20.560287,3.974234,6.764039
7605,1,100,3.054854,-4.55174,-5.803181,-18.785895,6.5734,8.687986
7606,1,100,-1.275939,5.956321,3.964692,11.233379,-9.677022,0.722963
7607,1,100,5.544457,-4.90176,-10.711499,-20.097464,5.033643,7.227195
7608,1,100,-1.963931,4.267058,2.802688,7.20727,-5.5078,-2.954326
7609,4,18,0.533491,7.277671,1.366656,8.116027,-3.107877,1.431677
7609,4,40,0.538677,6.025469,-1.711871,-4.368088,5.920329,5.475551
7609,4,24,2.190022,2.046442,-6.794763,-13.664105,7.009457,5.47694
7609,4,18,0.538677,6.025469,-1.711871,6.054838,-0.418193,5.475551
7610,1,100,4.381407,-1.442316,-4.312452,-14.032339,7.003982,6.326909
7611,1,100,-0.783032,6.082485,0.575236,7.583903,-6.222865,5.09015
7612,1,100,5.076731,-3.952294,-7.621294,-21.271054,7.172739,9.310301
7613,2,70,-1.416066,7.636668,0.677235,7.272975,-8.14033,1.897312
7613,2,30,1.794997,1.803,-4.889851,-9.02547,0.966852,6.49561
7614,1,100,0.879582,5.575688,4.075029,9.222753,-10.984768,3.146428
7615,1,100,-1.480595,9.349414,4.076077,9.261519,-8.145297,3.436295
7616,4,50,2.426941,1.202745,1.70536,-4.830152,0.83582,-0.49052
7616,4,29,2.427862,-5.128995,-2.282107,-18.114004,6.746577,3.775586
7616,4,12,2.426941,1.202745,1.70536,2.41958,-1.758292,-0.490519
7616,4,9,0.87412,4.44464,2.011413,7.481289,-2.388296,-0.713491
7617,1,100,-1.649588,5.540919,4.943121,7.79711,-12.008538,0.53892
7618,2,87,0.528032,5.689858,0.609918,7.738678,1.145492,0.545791
7618,2,13,3.795579,-0.598953,-5.403593,-20.290391,5.179802,6.944874
7619,1,100,3.882515,-3.923323,-10.927637,-22.566925,7.740779,8.447524
7620,1,100,5.281848,-6.184572,-5.710469,-18.165313,7.340032,6.693823
7621,1,100,2.486457,4.560187,0.973004,-5.240324,5.18448,1.879571
7622,1,100,-0.409202,7.946312,3.111934,7.941803,-5.640779,-0.566649
7623,2,55,4.114143,-2.256619,-7.534623,-22.698803,5.807086,7.496932
7623,2,45,1.659444,6.960352,4.300377,9.102709,-6.898001,1.014677
7624,1,100,1.676087,2.611113,0.513909,4.509007,-2.13707,2.396736
7625,3,88,3.329706,-1.385905,-8.7839,-21.447893,8.130193,6.801954
7625,3,6,2.18929,5.573654,-0.102872,5.641094,-2.85129,3.883127
7625,3,6,2.18929,5.573654,-0.102872,-4.512793,3.002684,3.883127
7626,2,79,-1.148413,5.571579,-2.233501,2.827559,-3.255838,6.739544
7626,2,21,-1.184572,6.854458,0.708718,7.895771,-7.864465,4.576057
7627,1,100,5.314403,-7.149431,-10.080031,-15.666472,8.954365,7.050009
7628,1,100,-1.344579,6.038508,1.376926,10.991649,-8.679214,0.690306
7629,2,88,1.080251,5.166764,2.70982,10.13651,-4.506494,0.259842
7629,2,12,3.836784,-0.437346,-3.83798,-19.29748,6.789069,6.608497
7630,1,100,2.691137,5.334817,2.014256,7.248224,-5.359842,1.704313
7631,2,30,2.646535,1.848823,-1.094094,-10.772041,2.100155,5.70176
7631,2,70,0.049212,6.355396,2.28788,4.91222,-10.259206,1.231666
7632,1,100,3.592157,-2.750241,-4.99735,-11.764605,7.091429,5.800272
7633,1,100,1.953698,6.086693,0.901177,7.975082,-1.216578,0.194312
7634,2,73,2.751414,6.07522,-0.981792,-8.841009,6.081116,4.360025
7634,2,27,2.751414,6.07522,-0.981792,3.55181,0.382664,4.360025
7635,1,100,2.063533,-0.791153,-3.13654,3.764913,-4.360398,5.550059
7636,1,100,-0.789296,8.04955,4.938947,11.547452,-7.785347,2.204372
7637,1,100,1.035903,7.085922,1.638104,7.288703,-6.35408,3.668711
7638,1,100,-0.533083,6.405869,2.502376,10.620338,-6.535898,-2.202484
7639,2,73,4.11653,-1.467723,-2.742255,-14.361702,8.722028,5.975125
7639,2,27,2.79443,4.600023,1.202874,10.849808,-0.715609,4.085401
7640,2,85,3.642835,2.430433,-1.021138,-9.163724,1.510375,4.651121
7640,2,15,0.91749,5.765284,0.461878,5.554683,-10.083465,3.556586
7641,1,100,4.349338,-4.728276,-7.861911,-23.396341,8.882569,6.281671
7642,1,100,5.510838,-6.256573,-11.19011,-15.916629,6.483677,6.600293
7643,1,100,4.208945,-2.989966,-2.063115,-5.735385,8.329714,3.880651
7644,1,100,4.097037,-8.128839,-10.393595,-18.89533,6.458323,9.514339
7645,1,100,0.012224,8.152066,2.127869,10.876163,-10.891411,0.067302
7646,1,100,1.522385,7.405555,1.28772,9.997861,-4.984337,4.111896
7647,1,100,4.48363,-6.039843,-7.115803,-17.762182,5.841887,5.750179
7648,1,100,4.941963,-8.075692,-5.486893,-17.814714,7.941009,7.492583
7649,1,100,4.349121,-4.727826,-9.421585,-20.705334,4.113298,6.587947
7650,1,100,0.79904,4.200314,2.209341,10.192634,-7.642096,4.105629
7651,1,100,-0.963079,8.431765,0.995921,8.569118,-5.19266,1.187142
7652,1,100,2.947072,5.161054,0.35504,6.675513,-2.437582,-1.614222
7653,1,100,-0.755926,6.495082,2.761959,9.619173,-8.046337,3.16537
7654,2,77,3.963265,1.292842,-8.674373,-11.157707,5.781302,7.688743
7654,2,23,-0.370391,6.579425,1.240638,5.359971,-7.645592,4.424737
7655,2,42,4.518473,-0.234988,-1.879883,-13.763973,6.849864,1.839452
7655,2,58,0.925097,7.800646,0.845657,10.376664,-9.389367,-3.201439
7656,1,100,4.260071,0.741092,-2.732204,-8.501934,6.542464,6.166347
7657,3,40,4.399227,3.178055,0.365407,7.665476,-1.03343,3.570778
7657,3,35,4.421908,-3.340582,-5.556124,-15.760541,4.893981,6.768341
7657,3,25,1.148874,6.606064,2.975607,9.170323,-4.143542,3.429327
7658,2,13,0.688349,5.754541,1.243069,5.431153,-1.293596,3.472412
7658,2,87,0.688349,5.754541,1.243069,-6.293256,3.48778,3.472413
7659,1,100,3.961172,-5.122148,-5.310338,-17.443093,4.749627,6.667644
7660,1,100,0.414367,4.807408,3.332374,3.368429,-9.46289,2.453779
7661,3,91,3.767339,6.069088,-0.983041,-12.77049,5.365512,9.022814
7661,3,8,3.760873,6.184426,1.880446,-5.870949,0.366616,3.057564
7661,3,1,3.760873,6.184426,1.880446,1.301441,-3.427172,3.057564
7662,1,100,4.04322,-7.161818,-10.210185,-19.020012,6.788003,7.268389
7663,2,94,-1.509205,4.689332,5.925573,11.134162,-7.756785,1.385807
7663,2,6,3.219416,-1.918287,-4.785013,-6.85264,6.108266,6.871021
7664,2,64,4.799419,-0.17028,-7.652499,-22.219292,4.093754,6.781142
7664,2,36,1.220057,5.642765,2.961768,9.668423,-9.466342,0.411975
7665,2,42,1.435271,6.873042,3.004049,7.344374,-4.311808,2.03482
7665,2,58,2.477298,0.248003,-7.62514,-17.466163,5.202875,8.132858
7666,1,100,-0.47712,6.883738,2.177485,6.526503,-6.844402,1.108182
7667,2,93,2.14381,4.473471,1.878012,7.133334,-7.666283,2.59274
7667,2,7,4.394473,-4.199276,-4.028346,-15.041409,1.881795,8.095418
7668,1,100,1.806381,5.637156,3.850984,10.98046,-12.566843,1.944008
7669,1,100,4.225946,-3.179525,-6.250533,-17.389248,6.129232,6.820825
7670,3,41,2.328537,7.235742,0.602735,-9.003063,5.090868,2.083828
7670,3,54,4.217633,-0.573935,-10.796852,-24.69472,6.523067,7.793344
7670,3,5,2.328537,7.235742,0.602735,0.999483,-0.429389,2.083828
7671,1,100,2.373098,8.689586,1.172358,6.352985,-5.193896,1.234686
7672,1,100,4.808049,-2.405988,-0.164724,-13.437727,6.351455,3.597569
7673,1,100,1.680764,7.227941,-2.440246,-9.973253,2.939947,5.776003
7674,1,100,5.343791,-3.718352,-5.384453,-17.516352,5.228537,5.097471
7675,3,18,3.528487,3.78627,1.388259,-7.976466,2.580176,-3.314784
7675,3,35,4.004639,-1.161215,-2.052389,-17.815716,5.570196,1.985686
7675,3,47,1.354756,6.548489,2.003414,8.536914,-4.847374,-3.585562
7676,1,100,2.885092,-6.971617,-8.647634,-19.09972,8.229117,7.613895
7677,2,93,0.26715,7.084664,2.314272,-2.466085,-0.909656,0.080243
7677,2,7,0.26715,7.084664,2.314272,2.768882,-4.611096,0.080243
7678,1,100,3.984542,-2.618599,-4.007701,-7.920746,4.785155,7.23277
7679,2,88,2.793377,6.777194,2.48174,-5.569563,3.196976,2.413842
7679,2,12,2.793377,6.777194,2.48174,5.773359,-3.085872,2.413842
7680,2,76,4.012371,-3.297521,-2.656772,-12.203176,3.129613,7.237476
7680,2,24,-0.849023,6.02677,1.802445,8.957609,-7.989591,0.798123
7681,1,100,3.346895,-2.2716,-3.673306,-10.518039,3.393853,8.661735
7682,1,100,4.223694,-5.104727,-8.661436,-18.863154,4.757301,7.360957
7683,1,100,-0.400938,6.912059,1.114792,7.664537,-3.967995,2.845079
7684,1,100,-1.147973,6.107946,3.079177,9.657302,-2.512218,3.398222
7685,1,100,4.00028,-4.609001,-9.864905,-17.547447,6.979176,6.044587
7686,1,100,3.75562,1.352693,-7.430579,-13.972546,3.744743,7.409841
7687,1,100,3.162383,-2.283845,-6.572543,-16.706748,5.967218,6.163876
7688,2,87,4.051247,-3.278164,-3.702028,2.978332,0.070702,2.721214
7688,2,13,4.051247,-3.278164,-3.702028,-7.010292,5.334684,2.721214
7689,1,100,4.323434,-3.508439,-2.538574,-13.328846,6.278013,1.09473
7690,1,100,2.710176,-1.49154,-6.644176,-16.262068,5.606211,7.574778
7691,3,62,4.423417,-0.737602,-0.961869,1.679736,-4.065539,4.357139
7691,3,29,4.423417,-0.737602,-0.961869,-4.893674,0.553529,4.357139
7691,3,9,2.736118,4.782427,2.026956,9.992386,-8.985201,-1.985147
7692,2,33,1.892533,4.173542,1.697092,7.444033,-13.664691,1.333444
7692,2,67,3.296605,-2.149469,-7.972903,-16.348267,2.224002,6.895328
7693,1,100,-0.778048,6.136907,2.350532,7.856472,-13.955678,3.5749
7694,3,52,3.938242,-4.058374,-11.237223,-19.423783,6.918912,6.551108
7694,3,23,-0.981845,7.318795,1.412547,10.539062,-10.019466,1.210404
7694,3,25,-0.981845,7.29057,-1.161198,2.742644,-6.640889,6.331051
7695,1,100,0.569865,7.068652,1.514961,6.160852,-1.868849,0.874203
7696,1,100,-0.47751,5.852055,2.296484,10.94481,-7.554448,-0.304446
7697,3,59,0.897804,-0.22672,-7.18964,-13.035212,2.08562,5.855164
7697,3,20,-0.392308,6.348136,-1.174418,6.747947,-4.427642,4.683001
7697,3,21,-0.392308,6.348136,-1.174418,-5.039336,1.90869,4.683001
7698,1,100,4.208832,-2.407491,-12.105611,-19.120666,7.832584,7.857535
7699,2,53,2.779652,7.549573,1.207551,7.188367,-5.959466,3.330762
7699,2,47,4.846815,-0.491981,-7.885422,-16.523631,6.239982,5.392164
7700,2,50,1.346028,3.462135,-0.785946,-4.012536,3.794072,6.044621
7700,2,50,1.346028,3.462135,-0.785946,1.934465,3.582273,6.044621
7701,1,100,1.574322,7.301636,2.265681,12.436202,-14.16072,1.310114
7702,3,8,5.169497,-1.7888,-2.629434,-4.747929,3.435962,1.492627
7702,3,85,2.345575,6.736768,1.517332,11.160609,-6.63026,-3.367702
7702,3,7,5.169497,-1.788799,-2.629434,2.381718,-0.16033,1.492627
7703,2,53,3.871214,-2.35834,-3.308572,-16.899954,5.52396,5.332436
7703,2,47,0.74115,5.902339,1.925641,9.722966,-7.122267,2.313841
7704,3,73,4.107446,-4.676149,-5.474968,-21.278323,8.340811,7.019472
7704,3,17,0.435847,6.358331,1.777658,9.445203,-5.211621,3.30114
7704,3,10,0.44226,5.580591,-1.003372,-12.345769,5.539682,7.009703
7705,3,43,1.051417,4.628801,5.578734,10.338421,-5.803612,-0.402453
7705,3,43,4.75625,-4.649717,-10.687241,-16.305976,8.557096,6.126031
7705,3,14,1.124862,3.985211,-0.215702,8.932574,-5.684819,5.81328
7706,1,100,-0.109488,7.585791,5.52187,9.27557,-12.18716,2.019789
7707,1,100,0.784023,7.204619,1.533364,8.209069,-10.123437,-0.175468
7708,3,36,4.122501,0.558096,-0.356419,2.819987,-1.494365,2.678913
7708,3,18,4.122501,0.558096,-0.356419,-8.099342,4.469051,2.678913
7708,3,46,4.122589,-3.658918,-10.413576,-18.747166,5.533591,6.448743
7709,2,82,0.622386,7.415474,1.237212,7.370743,-4.803797,1.203119
7709,2,18,2.121498,0.476422,-5.218244,-14.915077,3.632962,5.875516
7710,1,100,3.906197,-4.896091,-13.467348,-19.540289,8.46488,8.008787
7711,1,100,4.253505,-2.216717,-8.832963,-23.378368,6.023608,9.629725
7712,1,100,1.65963,8.199117,4.254337,5.287301,-8.107699,-1.909891
7713,1,100,4.829048,-3.941375,-8.52098,-12.486956,5.862207,6.430693
7714,1,100,4.293358,0.495508,-10.521159,-21.199966,6.463403,6.669181
7715,2,82,3.292918,-0.490028,-13.658614,-7.011566,6.144096,7.055614
7715,2,18,0.48491,5.564602,-7.437076,-6.694671,5.649172,7.055584
7716,1,100,4.377903,-0.827171,-0.900465,-16.723256,6.884734,6.285478
7717,1,100,2.647309,2.029825,-6.378522,-16.835622,3.496901,5.710711
7718,2,19,2.881542,3.223349,-4.804033,0.487299,-0.38041,7.227045
7718,2,81,1.900212,7.415144,0.537333,10.174037,-8.07316,3.193007
7719,2,43,2.535009,-0.208225,-2.415566,-15.314409,1.540898,5.778275
7719,2,57,1.041035,4.367333,0.728848,4.173891,-7.738332,4.36405
7720,2,68,2.682138,-2.906404,-6.589745,-12.004671,0.064679,6.745083
7720,2,32,2.323159,4.221876,0.584328,8.628265,-8.830355,1.623124
7721,1,100,3.883764,-3.373569,-7.173461,-16.158871,5.759883,6.745953
7722,1,100,5.908222,-0.464516,-11.377725,-16.382756,4.252884,6.660261
7723,2,79,1.688708,-0.419439,-3.940895,-10.372228,-0.583235,4.146764
7723,2,21,0.571545,5.270075,0.847705,9.097032,-9.113067,2.914725
7724,2,45,2.802283,0.671433,-6.45668,-7.24456,6.263051,5.703374
7724,2,55,1.655183,7.195984,1.735618,11.187686,-3.206353,2.715506
7725,2,60,1.418184,6.022879,1.731283,3.713977,-5.508824,5.416184
7725,2,40,1.957397,-0.403104,-1.476022,-2.080227,2.135147,6.567381
7726,1,100,3.334548,-4.625973,-5.001457,-20.165728,3.680064,6.746284
7727,1,100,4.149061,-6.04139,-5.300234,-14.495993,6.778981,4.48547
7728,1,100,4.268215,-4.219054,-9.706165,-16.913112,3.148916,7.622589
7729,2,81,4.168089,-2.720592,-4.110477,-19.784861,5.145809,6.484945
7729,2,19,1.814496,5.790366,6.572964,9.721156,-8.710803,1.119667
7730,1,100,2.391585,-0.463862,-7.874028,-14.966435,5.090501,6.130574
7731,1,100,4.959536,-3.930867,-2.270795,-10.340454,6.047433,4.267872
7732,1,100,4.125061,-2.120548,-13.516467,-17.823848,6.223748,6.537821
7733,1,100,-1.5865,7.283836,0.436409,9.607384,-6.2351,-0.69526
7734,1,100,2.309156,4.279826,1.045838,8.237081,-10.786679,1.110095
7735,2,49,3.701625,-3.779739,-8.222466,-9.052591,2.148619,5.882231
7735,2,51,-0.34565,4.43992,3.655288,10.85734,-12.758249,2.293699
7736,3,33,4.397442,-3.446379,-5.128583,-25.219345,6.482014,7.66519
7736,3,61,-0.225936,6.437559,1.775888,5.825492,-9.506582,1.236432
7736,3,6,4.366504,3.241988,0.457936,-6.675294,2.828361,1.51548
7737,4,36,0.576631,7.374353,-1.142118,-12.225337,0.305225,8.475722
7737,4,18,0.573279,7.48109,3.448395,-2.373114,-2.673825,2.922743
7737,4,39,4.034327,1.801546,-9.258026,-26.852831,6.034359,8.482897
7737,4,7,0.573279,7.48109,3.448395,3.510468,-9.134972,2.922743
7738,1,100,4.135107,-0.044127,-8.376842,-20.562641,6.258781,5.068233
7739,1,100,-0.313491,6.941248,1.125273,10.712178,-6.435974,1.502003
7740,1,100,3.306186,-1.893543,-4.018963,-7.128928,4.62784,6.102196
7741,3,21,0.173731,6.789629,0.512589,8.954678,-9.41179,4.048307
7741,3,68,4.223275,-4.366104,-8.094629,-21.033563,4.231394,6.435162
7741,3,11,0.174383,5.714335,-1.508613,2.401727,-8.395142,6.41694
7742,1,100,-0.706931,8.440711,3.039821,10.919012,-3.798302,0.47625
7743,1,100,-1.34144,8.350183,0.557815,10.218862,-8.608562,2.247577
7744,1,100,3.993251,-0.277597,-0.979045,-8.324519,1.800783,7.119647
7745,1,100,-0.48362,7.946607,1.404771,10.24365,-5.936967,1.255533
7746,1,100,3.271974,-3.934882,-5.75574,-21.889089,3.900065,7.383892
7747,1,100,2.937667,-0.113491,-1.42862,-17.228393,7.019603,5.345711
7748,1,100,1.400988,9.157909,-1.553863,9.061326,-1.720508,2.869111
7749,1,100,4.254587,-2.906067,-6.111009,-28.181009,4.547243,6.538025
7750,2,51,2.196516,5.64718,1.661172,9.279559,-5.193913,-1.965185
7750,2,49,4.129263,0.402639,-1.392526,-11.283621,5.722556,1.062349
7751,2,65,0.937451,7.692104,1.799982,8.376162,-1.792253,4.208808
7751,2,35,3.92111,-2.511377,-2.571403,-10.696207,6.389819,4.213424
7752,2,63,1.190594,-1.888717,-3.584499,-12.867317,3.84293,2.59612
7752,2,37,0.914774,3.986665,-0.03191,7.736632,-4.889367,0.226848
7753,1,100,4.665479,-4.212873,-3.116253,-17.220459,8.306319,2.671701
7754,2,89,2.853365,4.306106,2.391353,-3.044127,-2.316037,0.352388
7754,2,11,2.853365,4.306107,2.391353,2.849603,-4.460803,0.352388
7755,2,63,6.128217,-3.292302,-9.210813,-20.077403,8.112562,6.874596
7755,2,37,3.958318,3.225543,-0.16653,-10.068601,6.404864,5.835263
7756,2,40,1.113412,1.49634,-2.891758,4.398805,0.356129,6.096267
7756,2,60,-0.08203,5.713238,-1.680842,8.037361,-1.101912,5.958777
7757,1,100,5.283936,-3.935677,-5.433149,-17.168076,6.712421,4.502155
7758,1,100,3.963577,-6.316897,-10.162788,-22.801037,8.682619,5.779723
7759,1,100,1.079973,6.628328,1.230342,7.18101,-6.503506,3.902883
7760,1,100,5.084888,-1.308212,-1.895542,-11.167909,0.064108,6.264564
7761,2,82,4.48893,-1.845533,-11.321132,-17.80903,4.504275,8.428867
7761,2,18,0.966483,6.669586,1.100753,10.353092,-7.865804,2.099323
7762,1,100,4.830881,-2.946956,-4.36332,-14.731879,6.475518,4.854621
7763,1,100,-2.319445,7.655692,1.813131,10.101644,-9.063325,2.749044
7764,3,42,4.022512,-3.410194,-6.842903,-20.988572,7.122734,8.632205
7764,3,36,1.55374,6.235735,2.659734,3.900639,-6.266828,2.622699
7764,3,22,1.553807,6.233243,-2.380266,-12.940018,6.14765,7.901717
7765,1,100,4.209639,-4.967717,-6.255642,-20.226658,5.002392,5.561778
7766,1,100,4.191334,-4.285339,-10.740942,-17.681187,6.47727,7.105644
7767,2,56,3.718834,-3.054848,-5.662572,-13.033656,4.692257,6.253513
7767,2,44,1.724979,2.819987,0.769448,9.728125,-5.689015,0.577682
7768,1,100,0.50329,6.404474,5.295526,9.407472,-6.387561,0.778992
7769,1,100,0.584111,5.087564,0.816876,7.928359,-14.189872,5.261705
7770,1,100,3.459014,0.381147,-12.169104,-10.430472,5.69537,6.952833
7771,2,68,2.965051,0.292118,-5.46031,-12.912762,8.4757,7.065578
7771,2,32,-1.101404,7.321405,0.749478,9.942789,-4.580461,4.303402
7772,2,86,1.266611,6.752297,3.87563,12.52719,-9.475648,1.172844
7772,2,14,4.552592,-1.130612,-6.101848,-10.266933,6.482977,6.394045
7773,2,66,3.880185,-2.176171,-5.564245,-25.910948,5.729209,6.985632
7773,2,34,3.215401,4.276984,0.219155,-7.359547,0.787337,5.953362
7774,1,100,1.246509,4.001022,2.343409,11.551722,-6.795836,1.519691
7775,2,29,1.401513,6.728515,-0.322077,9.189835,-10.120712,3.093089
7775,2,71,3.535982,1.989536,-1.555304,-7.972123,3.303117,5.123587
7776,1,100,4.171442,-2.45409,-11.077084,-18.99449,6.422088,7.255583
7777,2,83,3.332613,-2.410884,-4.023042,-14.224516,5.639983,6.94463
7777,2,17,0.387396,7.04704,2.994243,8.578218,-9.948072,0.419021
7778,1,100,5.750254,-1.808273,-5.594484,-13.013255,5.859415,6.524488
7779,1,100,-3.113278,6.880958,1.678908,9.90383,-12.170458,3.864905
7780,1,100,0.374592,9.155929,1.470686,11.849382,-3.987039,0.125144
7781,2,53,2.023027,6.505222,2.255645,8.629093,-8.182017,1.679298
7781,2,47,6.157304,-3.8334,-5.283064,-23.124883,5.012858,7.313083
7782,1,100,1.046658,7.939662,2.503764,11.858863,-5.778834,1.195383
7783,1,100,-0.161101,5.604404,2.432194,9.081319,-8.305434,0.991216
7784,1,100,4.785802,-3.882264,-6.876784,-5.012414,5.554181,4.875834
7785,2,82,5.532198,-8.024297,-4.906212,-17.389213,5.117433,5.216865
7785,2,18,0.701966,3.915658,0.90149,7.025995,-6.126192,2.739465
7786,2,65,4.533778,1.333642,-0.621223,1.197736,3.065061,3.417815
7786,2,35,4.533778,1.333642,-0.621223,-5.195152,5.371022,3.417815
7787,1,100,4.09775,-0.753107,-4.040414,-18.031344,3.684536,8.229934
7788,2,50,3.436362,-3.286948,-4.200051,-18.780569,5.248565,5.831931
7788,2,50,2.239292,3.587105,1.291478,8.157764,-7.89392,-0.233261
7789,1,100,3.283708,6.700399,2.427117,12.401353,-3.441235,-0.604815
7790,2,47,1.373248,-0.778189,-4.705959,-19.89413,3.049113,9.373689
7790,2,53,-0.424532,7.274334,1.551111,10.140273,-6.314664,3.785223
7791,1,100,4.353392,-8.069618,-6.286844,-9.792849,4.319893,4.577875
7792,1,100,-0.397586,6.314317,0.393553,8.878197,-4.789875,4.30483
7793,1,100,4.762208,-1.249522,-9.163557,-17.975952,7.533043,6.883602
7794,1,100,4.139673,-2.682655,-6.652415,-14.618264,5.899985,6.050008
7795,1,100,0.983128,4.081121,1.315043,10.639904,-7.528183,2.428087
7796,2,66,2.625856,5.211831,0.940931,9.221392,-5.750849,3.743704
7796,2,34,4.907971,0.738961,-5.226021,-14.286449,3.955672,7.441933
7797,1,100,4.600659,-5.542002,-11.429565,-13.880565,6.597614,4.568422
7798,1,100,2.026203,0.386689,-2.302545,-16.351112,6.184146,5.28829
7799,3,59,3.106242,6.432374,1.852107,-2.454618,0.323591,5.342878
7799,3,18,3.106242,6.432374,1.852107,2.284618,-4.352172,5.342878
7799,3,23,4.520729,0.781638,-4.30874,-22.279967,5.934027,7.548765
7800,1,100,1.816131,-1.462721,-5.543378,-24.588453,6.247377,7.799002
7801,1,100,2.121658,4.153332,1.324991,8.981862,-6.152771,1.685278
7802,2,39,2.053878,2.155382,-4.077858,-7.453595,8.76114,6.352539
7802,2,61,0.680607,7.268154,2.146584,9.429287,-5.168504,0.021697
7803,1,100,6.83656,-1.801701,-7.264801,-25.940561,6.50976,8.42803
7804,1,100,0.778675,6.852601,2.202829,9.963695,-6.635098,3.233007
7805,2,34,3.56796,5.630477,-0.348298,-10.566033,3.536635,7.138212
7805,2,66,6.403213,-4.196561,-8.27296,-24.905722,6.056612,7.249445
7806,1,100,3.306282,3.524122,1.231904,7.88982,-2.203204,2.195558
7807,3,61,5.073346,-4.27437,-5.969498,-14.539166,5.979635,6.229349
7807,3,9,1.656856,5.591672,-2.864166,9.221125,-3.356678,6.225747
7807,3,30,1.642124,7.339137,1.592239,10.687001,-7.217156,1.91053
7808,3,75,2.548841,1.471559,-2.229653,-12.959004,3.449149,5.155546
7808,3,16,0.861301,5.70003,-1.482417,5.181898,-4.234301,4.927788
7808,3,9,2.548859,-2.130076,-4.424265,-15.736915,3.449376,5.499509
7809,1,100,-1.493826,6.499412,1.173682,8.970787,-7.38517,-0.999594
7810,1,100,3.370907,3.77479,1.655489,7.745638,-2.59897,1.547723
7811,1,100,-1.136489,6.803396,2.239764,9.211233,-8.494019,1.270698
7812,1,100,2.57475,6.26247,0.5861,9.251606,-1.071152,0.563949
7813,2,99,-0.65684,7.105019,1.90468,7.941456,-8.365133,3.050932
7813,2,1,3.461565,0.493497,-4.14611,-17.433257,6.790915,8.380518
7814,2,76,4.262389,-0.726945,0.549013,-11.179043,4.092019,0.087116
7814,2,24,4.262389,-0.726945,0.549013,1.451778,-1.001426,0.087116
7815,1,100,2.444083,-4.289584,-5.87,-11.871622,4.494813,5.691092
7816,2,76,3.820136,-1.882623,-2.525716,-16.648428,6.352463,1.359879
